Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Class
-0.6889707065147339,0.33607116792566905,-1.3881640456771127,0.12165272898487933,2.0483546209146857,0.8960019167461186,1.9571745336396382,-0.02683184370905971,1.1798704525730779,2.020356261588032,0
0.19112589968655436,-0.09711820107514263,0.28814707396896777,1.1222660459693856,1.4778227258744052,1.5163192829013363,0.14891007584637195,-0.679440922931713,0.826175554397192,2.005490691005243,0
1.0619058657333367,-0.3587659360951468,-1.0635508675557999,-0.13319713876542338,1.8999656876884925,-0.9108414243710417,-0.08152282681934891,-0.18241813553953884,-0.5238779434228975,-1.0538437024494218,0
2.895938678490329,1.0489699425911703,1.0155279476080112,1.0584697513659551,1.0430980740749578,-1.4545125818051896,-0.4668031186925292,-0.6680706520977705,-1.5468802456954438,-2.5854413077076086,0
-1.7706982982338078,0.3388146008107369,-0.7149556609725565,0.3724577712189646,0.9748301342177433,1.6887837074026475,-0.9941800924017872,0.3932692234702219,2.130100792873959,3.331610588666417,0
-1.4151219648554028,2.765979614439267,-0.48901767674210395,-0.58903711079792,0.12402512560804146,-0.22204608355472955,0.09913833941812458,-0.8417119460380091,1.367095594800326,0.42845225010459104,1
-2.4980998228716693,-0.4303854763970162,-2.0280571990695173,1.212189709428132,0.4679679531684794,2.541191436167835,0.3803814482163112,-0.19084131864335074,2.5650995860725687,6.503887215204702,0
4.643871534111944,-0.2730197607260194,-0.319881297760519,1.1299437620894142,0.1533515451137326,-4.043495130776494,0.36512541198301046,0.970941331376861,-3.7405271579162784,-4.556663992310418,0
-3.323087260749708,0.5998592998356451,-1.2576671384909117,0.5919948260586992,0.34318521306179417,2.771425799536755,-0.1460868215316796,-0.5929265330480219,3.3358262929032056,5.943766933987717,0
-2.4182203580720154,0.7141034997200926,-1.4432626826443276,1.8018193517358179,0.55652642650335,3.4091041135429165,-0.15382602719836666,-0.872929676739566,2.8051853485144926,7.399508551036231,0
-0.6108168648137924,1.8646250568230789,-2.203531438569887,-0.034573256449269785,2.725525938494209,0.7654092821796895,1.109929595880336,-0.09239843860334836,1.0735408648492826,2.163551909875171,0
2.1447514778178203,1.0714113018874913,-2.001050506874885,2.2570554172466704,0.606667943716614,-0.7641479448188537,2.020049106929647,0.9667604626089467,-1.3729947111192429,2.126002050973931,0
-0.9599410482404411,0.2767229725883162,-0.33648756187940565,-0.4902895440992797,0.8682481563137484,0.31482272571143644,-1.2975096399822306,-0.7578561960058762,1.1029889451192825,0.42067882596374934,1
5.148893223219675,-1.5253190902334557,2.7494747038922216,0.08754449093499483,1.1572988143310887,-3.7582093235524043,-1.1338155950868831,-0.2180358781982199,-3.5346579805113665,-8.298805390565429,0
3.551572422592873,0.8415283420397591,1.6159956683964802,0.3311995046080515,0.9506893224481248,-2.6353495838461187,-0.6176366093942468,2.1876498745500195,-2.267961260460431,-5.231632332634988,0
-3.005322302405352,-1.6597555854780628,-2.1960579417341606,0.0011179996450704222,3.1299424696612075,3.6350447124405516,-2.144802702550238,0.5328333007968004,3.3236028076079895,5.915574055895954,0
1.4157001375423321,-2.140265878777979,0.963250419695302,0.6246362328577769,0.6932436014662435,-0.41707742465244957,-1.400673991118563,0.0143320598441565,-0.5249531084298604,-1.26421053012289,0
-2.5261587345296737,-0.639764527444133,-2.5234171358775557,3.108713662821359,-1.1463514950106921,3.019475048085084,-1.0024719316058948,-1.1017931979198936,2.676056497106279,9.812827623632154,0
0.9651234639452007,-0.2795683042665431,2.1668291627905187,-1.6337419728068507,3.3770297084709084,2.9630942666658333,-0.9976745727406487,1.0366468294192557,-0.8295809957733209,-2.5553770304298475,1
-1.036947341076813,-1.1030234554704978,0.9007824025037745,-0.4104571580413694,1.5257256791114862,1.2316990219060058,0.3590201525559389,-0.9878088345880198,1.7175905064056982,0.2931439464016641,0
-0.16845099589478144,0.27402735267208544,-0.932017773460264,0.9918663854727868,0.6216467158470542,0.42526450343780187,0.15187760961393976,1.2548119434691696,0.6973114023186393,2.266889043642257,0
0.7675693524124726,0.6283820360376229,2.5147137003011903,-1.9918051905635132,3.2708522953971597,0.8863153611244934,-0.2395073687649446,-1.0676348506009778,-0.007060794346502863,-4.583393694972923,1
-1.2714755594446367,1.0552188513310425,-0.7697199355166151,-0.007168575827501522,1.3602835134572837,1.1500096990976851,0.0004454941875451166,-1.2971686218848764,1.6153687304050708,2.100812517170485,0
1.6849861741361907,0.13682182967129333,-1.766100458968968,0.7861328760615629,1.2189275291235055,-1.337728074993132,-1.1843601723120227,-0.49938429859137107,-1.1599782085955042,-0.06365412848542626,0
0.1899688222821477,1.441716760950052,-1.1893911996547875,0.6882231408346913,2.3242092073287637,0.8190067420755603,0.7841275908647004,0.31059125887270267,0.6825163879610555,1.889436814579548,0
2.421509152740499,-0.6956713778482021,1.9382596289795915,2.4624674392849775,-1.0430499032632223,-0.37185264783797933,-1.0841913910223249,0.4695718183484327,-1.1346638245832237,-0.08943127199656445,0
-2.4886305343751016,0.41767369848378655,-0.8473358820582454,0.0017663548570930887,1.6691047342605994,2.6862230013220634,0.8469970876894585,0.17481776880877767,2.7487652731890453,4.096592467430893,0
-1.1747882673047658,1.0742472339446603,-0.22621064791923362,0.39812286349122816,0.8011868422170729,1.3597562537805756,1.5261863173616617,-0.7206396718319498,1.598151618040263,2.382807623691882,0
1.553237266614917,-1.81203890112962,-0.8017483973333979,0.26745385594777427,2.1960212660439273,-0.7704022195259501,0.6405335916310338,-1.201303349767834,-0.6836031867555157,-1.010509775955241,0
-2.054868511233062,0.6918811448550872,-0.9848451031355007,0.5282366955587585,1.0249969479987249,2.312260064978975,1.3349032478434442,0.6297498783986742,2.299245730380111,4.360615789104316,0
-0.2187854276032695,1.0728867429928937,1.5876102975951658,-1.8971879833596093,2.2933210360371628,-0.3238422410805355,0.32543685943381034,-0.28616863668797066,0.8940404105307722,-3.8632107505080926,1
-1.7120349087591178,-1.7869457313398482,-0.004636062081280423,0.32560275197861355,1.788055091358976,2.6750947383420374,1.157346311723567,1.2865973693976245,2.351841378327432,3.345123002822618,0
-1.0313476236667414,-2.6388085002598998,-1.1530779076611277,-0.549827763856443,2.434366493266451,0.9282600927244344,0.7789797120440013,-2.409888167106808,1.4420434971452,1.2238914989193588,0
-1.5905785141351971,0.40208825820294014,-0.3289237704522494,0.9437924226625595,0.5813800745517385,2.0067292127327736,-1.2915256017682013,0.2908528001767071,2.106130145188949,3.933742145154925,0
0.020857176366756068,-0.6399918167774491,-2.46835741820707,1.2756539503987607,0.549953969180766,-0.19692436352627518,-0.1662214847101506,1.533854941032175,0.26784472952735017,3.129472854821877,0
1.5866742440899306,-0.20945256564907563,0.5501195604473652,1.775972560196701,0.36669630543708875,0.24255152571011096,-1.4045642570696417,-1.4164976350794674,-0.5324310845107998,0.8774008911103988,0
-4.24382662639236,1.0819420597408491,-0.8953891239432873,1.4060936003889308,0.3819461078472528,4.865316956483734,0.9955324690830808,0.8160728433938479,4.450562173411711,8.875990581966121,0
-0.7968344952137807,-0.7993484533760062,-0.550754865300362,-0.17323062390216082,2.11757647209984,1.1578730621316293,-0.8201768790460255,-1.2513782464273926,1.3700196938208915,1.3162633340326881,0
0.6966024427015864,0.542704397976724,0.19091999679079974,0.5856202725640145,1.0300770473219072,-0.1473428849814693,-1.0388597897868805,0.13571859054799862,0.15543894290102578,-0.10760054601113181,0
2.360639185772042,0.5679417430751318,0.46951810285100226,1.1102891339994085,0.89690114175065,-0.9476633494069882,-0.6986048355960544,-0.8705171058476889,-1.2886022535134325,-1.377650640401668,0
1.1785168922246683,0.681339503185609,-2.988078072209126,1.1221177246833332,1.1153469685324566,-1.2044916073149783,0.1543366870644103,1.71193719581703,-0.8428076665490492,1.6857976014410658,0
0.1143585356728692,0.6990136200130055,0.12709733266096168,0.7327759469295044,0.7279828364421023,0.5160277281823071,0.6354460283143577,-1.1174181735133961,0.576867362152856,1.0483457575283606,0
2.6853473680418687,-0.5615879353732794,0.1357117954360354,0.9603019140999501,1.2009540988863594,-1.5400042190480532,1.9898550733375573,0.3509425048957069,-1.555034412446592,-2.0253761401090014,0
-1.4787271145852425,-0.7328928857272259,-2.0698668978959818,1.2475299813358265,1.1319398568448145,1.8970558604459395,-0.06957820892122617,0.8899875622171,1.8508691919913718,5.314296807643398,0
